"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4767453",3565328602,25472706,0.602155074130948,2532469172,2532469172,9941892989303924,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767454",3755864943,26744500,0.571000359737753,2671504429,2671504429,9988986255117876,100,1000,59,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767455",4015409260,28601008,0.571887867324686,2855739802,2855739802,9984752292646468,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767456",3507926818,24977830,0.575176838076128,2495101647,2495101647,9989265068262536,100,1000,66,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767457",4280905951,30564426,0.585761101429984,3041989167,3041989167,9952711583721546,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767458",3644413406,26039375,0.57786680131345,2588441590,2588441590,9940490468761252,100,100,55,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767459",2932812314,20951819,0.557617622091338,2083353133,2083353133,9943543006934148,100,100,62,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767460",2878697505,20570725,0.577165973328799,2044628697,2044628697,9939507222035198,100,100,57,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767461",3675928797,26252969,0.567689412789198,2611254127,2611254127,9946509771904276,100,100,53,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767462",3016373635,21491174,0.571220460546498,2145059107,2145059107,9981116466694654,100,1000,54,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767463",3188571539,22769322,0.57007656007578,2265127852,2265127852,9948156787452872,100,1000,54,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767464",2893600621,20680292,0.57853139400618,2054893588,2054893588,993648246359384,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767465",3146806631,22427816,0.605785422740918,2237579686,2237579686,9976805971655912,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767466",4223604570,30162804,0.57478917951007,3000393606,3000393606,9947329850368024,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767467",3750938097,26708171,0.581007865350793,2667964920,2667964920,9989320946013112,100,100,52,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767468",4121509124,29346934,0.583520158191891,2931614245,2931614245,9989507745510996,100,1000,61,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767469",3520210947,25068225,0.558394044147027,2503846362,2503846362,998812784710525,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767470",3481723725,24872220,0.578702412717848,2472988048,2472988048,9942771686644778,100,1000,58,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767471",3680578408,26209298,0.590842420964351,2618089902,2618089902,9989164540004086,100,1000,61,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767472",3630117713,25854427,0.592567679922829,2581832214,2581832214,9986035327721632,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767473",4356280244,31020239,0.600997394526001,3098621979,3098621979,9989033221181824,100,100,55,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767474",3686846479,26346057,0.571991806090273,2618437927,2618437927,993863304478541,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767475",4378514504,31178314,0.599535039345925,3114406751,3114406751,9989015926262080,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767476",3530354814,25228534,0.595783222371121,2507435139,2507435139,9938885624507552,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767477",3109453599,22149493,0.609737895589792,2211596438,2211596438,998486257902156,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767478",4089458798,29210226,0.600470028451847,2904892235,2904892235,9944778362892502,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767479",3170323358,22576994,0.562035070334437,2255097685,2255097685,9988476255962154,100,1000,56,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767480",4052416861,28945326,0.602835842219816,2878575170,2878575170,99448704429862,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767481",4332448627,30934686,0.574151637145537,3077923304,3077923304,994974800778647,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767483",3712083774,26443880,0.570614647330937,2640115784,2640115784,9983844216506806,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767484",3840280133,27344313,0.601200551510896,2731602243,2731602243,9989653947422266,100,100,65,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767485",3866298783,27529193,0.545143747414638,2750185532,2750185532,9990069567240856,100,100,59,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767486",3864915644,27622897,0.58700232982048,2744744951,2744744951,993648476117476,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767487",4321712319,30781078,0.606141557296195,3073687713,3073687713,9985640246257782,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767488",3715757096,26562836,0.591758826901603,2638439545,2638439545,9932823230923084,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767489",2724023153,19464870,0.56579429851872,1934593215,1934593215,9938896149833006,100,1000,55,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767490",3898776451,27770455,0.581529543071168,2772808285,2772808285,9984742003687012,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767491",3451208871,24589983,0.57471088048791,2454185191,2454185191,9980426546045192,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767492",3168338981,22561008,0.58205289168929,2253567689,2253567689,9988772172768168,100,1000,64,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767493",3819864396,27200938,0.587848304757648,2716971644,2716971644,9988521881120424,100,1000,54,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767494",4091640271,29149902,0.58938257576118,2909708523,2909708523,9981880978536394,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767495",3774586776,26957395,0.568745118591416,2681359750,2681359750,9946657494168112,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767496",3735885116,26704710,0.55410217721685,2652919529,2652919529,9934275747611564,100,1000,51,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767497",3803402174,27095454,0.599343152442802,2704944824,2704944824,99830208565614,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767498",3142842740,22394283,0.596362492745399,2234976601,2234976601,9980121270236694,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767499",3651447685,26004507,0.588934586163951,2597260385,2597260385,9987731684357638,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767500",3590044076,25564875,0.588636691239573,2553483973,2553483973,9988251352686060,100,100,63,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767501",2886657853,20622952,0.591918481277187,2050304252,2050304252,9941856296809496,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767502",3838487650,27424703,0.594511654576431,2726327781,2726327781,9941138764565656,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767503",3689876389,26336047,0.542081717966492,2622001687,2622001687,9955942465473274,100,100,57,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767504",3415519424,24405920,0.56547062595675,2425987100,2425987100,9940158371411526,100,1000,56,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767505",2904586047,20757795,0.607055907228808,2063043196,2063043196,9938643271118152,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767506",3198829583,22856216,0.593023020854693,2271843626,2271843626,993971891935218,100,1000,52,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767507",4435593130,31597316,0.58819432128813,3154894175,3154894175,9984690392690316,100,1000,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767508",3395504940,24265163,0.584870987175453,2411687955,2411687955,993889039607935,100,100,55,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767509",3744047904,26665307,0.592146920508218,2662906879,2662906879,998640997832877,100,100,50,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767510",3249255480,23139956,0.596562468063616,2311176666,2311176666,9987817893862892,100,1000,58,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767511",3457762043,24696926,0.587935891913267,2456463701,2456463701,9946435038109600,100,1000,53,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
"mgm4767512",3808849756,27223722,0.57992127250767,2704799476,2704799476,9935450692598168,100,1000,55,100,"free-living","terrestrial","soil","garden_soil","USA","rhizo_metagenome_analysis",34.1843333333333,-118.191166667,"berlemont","illumina","mgp82531"
