"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4767459","garden","soil","plant-associated","soil","23A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767460","garden","soil","plant-associated","soil","24A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767461","garden","soil","plant-associated","soil","3A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767462","garden","soil","plant-associated","soil","5B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767463","garden","soil","plant-associated","soil","4A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767464","garden","soil","plant-associated","soil","7B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767465","garden","soil","plant-associated","soil","16A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767466","garden","soil","plant-associated","soil","8A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767467","garden","soil","plant-associated","soil","6A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767468","garden","soil","plant-associated","soil","9B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767469","garden","soil","plant-associated","soil","7A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767470","garden","soil","plant-associated","soil","6A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767471","garden","soil","plant-associated","soil","14A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767472","garden","soil","plant-associated","soil","6B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767473","garden","soil","plant-associated","soil","22B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767474","garden","soil","plant-associated","soil","20B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767475","garden","soil","plant-associated","soil","26B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767476","garden","soil","plant-associated","soil","13A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767477","garden","soil","plant-associated","soil","19A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767478","garden","soil","plant-associated","soil","10B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767479","garden","soil","plant-associated","soil","23A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767480","garden","soil","plant-associated","soil","16B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767481","garden","soil","plant-associated","soil","10A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767483","garden","soil","plant-associated","soil","21A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767484","garden","soil","plant-associated","soil","18B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767485","garden","soil","plant-associated","soil","11A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767486","garden","soil","plant-associated","soil","4B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767487","garden","soil","plant-associated","soil","16B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767488","garden","soil","plant-associated","soil","25B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767489","garden","soil","plant-associated","soil","5B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767490","garden","soil","plant-associated","soil","25A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767491","garden","soil","plant-associated","soil","4A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767492","garden","soil","plant-associated","soil","7B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767493","garden","soil","plant-associated","soil","27A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767494","garden","soil","plant-associated","soil","4B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767495","garden","soil","plant-associated","soil","1A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767496","garden","soil","plant-associated","soil","8B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767497","garden","soil","plant-associated","soil","13A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767498","garden","soil","plant-associated","soil","13B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767499","garden","soil","plant-associated","soil","18A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767500","garden","soil","plant-associated","soil","26A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767501","garden","soil","plant-associated","soil","13B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767502","garden","soil","plant-associated","soil","11B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767503","garden","soil","plant-associated","soil","11A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767504","garden","soil","plant-associated","soil","21A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767505","garden","soil","plant-associated","soil","19A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767506","garden","soil","plant-associated","soil","12B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767507","garden","soil","plant-associated","soil","20A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767508","garden","soil","plant-associated","soil","18A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767509","garden","soil","plant-associated","soil","17B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767510","garden","soil","plant-associated","soil","17A_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767511","garden","soil","plant-associated","soil","14A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767512","garden","soil","plant-associated","soil","9B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767513","garden","soil","plant-associated","soil","8B_1","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767514","garden","soil","plant-associated","soil","1B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767515","garden","soil","plant-associated","soil","2B_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
"mgm4767516","garden","soil","plant-associated","soil","5A_2","rhizo_metagenome_analysis","metagenome","WGS",NA,"USA",34.1843333333333,-118.191166667,"terrestrial biome","mgp82531","free-living","garden_soil","berlemont","illumina","terrestrial","soil"
