samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,Realm,Biome,Functional_group
mgm4767503,garden,soil,plant-associated,soil,11A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767504,garden,soil,plant-associated,soil,21A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767505,garden,soil,plant-associated,soil,19A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767506,garden,soil,plant-associated,soil,12B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767507,garden,soil,plant-associated,soil,20A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767508,garden,soil,plant-associated,soil,18A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767509,garden,soil,plant-associated,soil,17B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767510,garden,soil,plant-associated,soil,17A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767511,garden,soil,plant-associated,soil,14A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767512,garden,soil,plant-associated,soil,9B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767513,garden,soil,plant-associated,soil,8B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767514,garden,soil,plant-associated,soil,1B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767515,garden,soil,plant-associated,soil,2B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767516,garden,soil,plant-associated,soil,5A_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767517,garden,soil,plant-associated,soil,24B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767518,garden,soil,plant-associated,soil,25B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767519,garden,soil,plant-associated,soil,23B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767520,garden,soil,plant-associated,soil,22A_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767521,garden,soil,plant-associated,soil,6B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767522,garden,soil,plant-associated,soil,17B_2,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4767523,garden,soil,plant-associated,soil,2B_1,rhizo_metagenome_analysis,metagenome,WGS,NA,USA,34.1843333333333,-118.191166667,terrestrial biome,mgp82531,free-living,garden_soil,terrestrial,soil,Terrestrial,Intensive_land-use ,
mgm4520107,human-associated habitat,feces,human-gut,NA,E36,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520108,human-associated habitat,feces,human-gut,NA,E23,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520109,human-associated habitat,feces,human-gut,NA,D39,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520110,human-associated habitat,feces,human-gut,NA,D44,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520111,human-associated habitat,feces,human-gut,NA,E11,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520112,human-associated habitat,feces,human-gut,NA,D19,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520113,human-associated habitat,feces,human-gut,NA,D33,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520114,human-associated habitat,feces,human-gut,NA,E22,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520115,human-associated habitat,feces,human-gut,NA,E16,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520116,human-associated habitat,feces,human-gut,NA,E41,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520117,human-associated habitat,feces,human-gut,NA,E31,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520118,human-associated habitat,feces,human-gut,NA,E05,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520119,human-associated habitat,feces,human-gut,NA,E49,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520120,human-associated habitat,feces,human-gut,NA,D53,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520121,human-associated habitat,feces,human-gut,NA,D11,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520122,human-associated habitat,feces,human-gut,NA,D25,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520123,human-associated habitat,feces,human-gut,NA,E18,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520124,human-associated habitat,feces,human-gut,NA,E44,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520125,human-associated habitat,feces,human-gut,NA,D05,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520126,human-associated habitat,feces,human-gut,NA,D52,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520127,human-associated habitat,feces,human-gut,NA,D47,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520128,human-associated habitat,feces,human-gut,NA,D24,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520129,human-associated habitat,feces,human-gut,NA,E50,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4520130,human-associated habitat,feces,human-gut,NA,D16,Ciprofloxacin perturbation of gut microbiota - metagenomics pilot study,metagenome,WGS,north america,USA,37.4225,-122.1653,urban biome,mgp4149,host-associated,human_feces,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532935,city,biological product,human-skin,NA,1807_S5_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532936,city,biological product,human-skin,NA,1807_S5_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532937,city,biological product,human-skin,NA,1808_S6_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532938,city,biological product,human-skin,NA,1808_S6_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532939,city,biological product,human-skin,NA,1809_S7_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532940,city,biological product,human-skin,NA,1809_S7_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532941,city,biological product,human-skin,NA,1812_S8_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532942,city,biological product,human-skin,NA,1812_S8_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532943,city,biological product,human-skin,NA,1815_S9_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532944,city,biological product,human-skin,NA,1815_S9_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532969,city,biological product,human-skin,NA,1831_S22_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532970,city,biological product,human-skin,NA,1831_S22_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532971,city,biological product,human-skin,NA,1832_S23_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532972,city,biological product,human-skin,NA,1832_S23_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532973,city,biological product,human-skin,NA,1833_S24_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532974,city,biological product,human-skin,NA,1833_S24_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532975,city,biological product,human-skin,NA,1834_S25_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532976,city,biological product,human-skin,NA,1834_S25_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532977,city,biological product,human-skin,NA,1836_S26_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532978,city,biological product,human-skin,NA,1836_S26_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532979,city,biological product,human-skin,NA,1837_S27_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532980,city,biological product,human-skin,NA,1837_S27_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532981,city,biological product,human-skin,NA,1839_S28_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532982,city,biological product,human-skin,NA,1839_S28_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4532999,city,biological product,human-skin,NA,1855_S38_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4533000,city,biological product,human-skin,NA,1855_S38_L001_R2_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
mgm4533001,city,biological product,human-skin,NA,1856_S39_L001_R1_001,Home_Microbiome_Project,metagenome,WGS,NA,USA,41.9,-87.6,urban biome,mgp5621,host-associated,human-skin,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,
