"samples","PI_lastname","latitude","longitude","observations","project_id","project_name","seq_meth","biome","life_style","environment","habitat","sequence_count_raw","average_length_raw","standard_deviation_length_raw","average_gc_content_raw","standard_deviation_gc_content_raw","average_gc_ratio_raw","standard_deviation_gc_ratio_raw","bp_count_preprocessed","sequence_count_preprocessed","average_length_preprocessed","standard_deviation_length_preprocessed","average_gc_content_preprocessed","standard_deviation_gc_content_preprocessed","average_gc_ratio_preprocessed","standard_deviation_gc_ratio_preprocessed","file_size_pos_prinseq","file_size_pos_prodigal","orf_count","args_total_count","bp_count_raw","drop"
"SRR3308741","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3308881","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3309137","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3309152","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3309241","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3309324","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3309325","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3309326","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3309327","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3309375","Banfield",39.537,-107.783,"NA","PRJNA268031","Rifle CO metagenome from aquifer","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3546449","Hernsdorf",45.05,141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3546450","Hernsdorf",45.05,141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3546451","Hernsdorf",45.05,141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3546452","Hernsdorf",45.05,141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3546453","Hernsdorf",45.05,141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3546454","Hernsdorf",45.05,141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3546455","Hernsdorf",45.05,141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3546456","Hernsdorf",45.05,141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3546457","Hernsdorf",45.05,-141.86,"NA","PRJNA321556","groundwater metagenome","illumina","freshwater","free-living","groundwater","subsurface_saline","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3989308","Banfield",39.53,-107.78,"NA","PRJNA330340","Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection A2 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3989310","Banfield",39.53,-107.78,"NA","PRJNA330351","Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection B3 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3989311","Banfield",39.53,-107.78,"NA","PRJNA330350","Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection B2 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3989312","Banfield",39.53,-107.78,"NA","PRJNA330339","Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection A1 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3989313","Banfield",39.53,-107.78,"NA","PRJNA330348","Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection A3 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3989315","Banfield",39.53,-107.78,"NA","PRJNA330209","Groundwater microbial communities from Rifle, Colorado - Rifle Oxygen_injection C3 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3989338","Banfield",39.535,-107.783,"NA","PRJNA330337","Soil microbial communities from Rifle Colorado - Rifle CSP2_plank highO2_0.2 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3989342","Banfield",39.53,-107.78,"NA","PRJNA330335","Groundwater microbial communities from Rifle Colorado - Rifle CSP2_plank lowO2_0.1 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR3989344","Banfield",39.535,-10.7783,"NA","PRJNA330338","Soil microbial communities from Rifle Colorado - Rifle CSP2_plank highO2_0.1 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3990167","Banfield",39.535,-10.7783,"NA","PRJNA330336","Soil microbial communities from Rifle Colorado - Rifle CSP2_plank highO2_1.2 metagenome","illumina","terrestrial","free-living","soil","ranch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3990169","Banfield",39.535,-10.7783,"NA","PRJNA330333","Soil microbial communities from Rifle Colorado - Rifle CSP2_plank lowO2_1.2 metagenome","illumina","terrestrial","free-living","soil","ranch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR3990175","Banfield",39.53,-107.78,"NA","PRJNA330334","Groundwater microbial communities from Rifle Colorado - Rifle CSP2_plank lowO2_0.2 metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343426","Seher",21,21,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343427","Seher",40.06,-74.41,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343428","Seher",21,21,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343429","Seher",40.06,-74.41,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343430","Seher",21,21,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343431","Seher",21,21,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343433","Seher",21,21,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343434","Seher",21,21,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343435","Seher",21,21,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343436","Seher",20,22,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343439","Seher",21,21,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR4343440","Seher",20,22,"NA","PRJNA342017","groundwater metagenome Metagenome","illumina","freshwater","free-living","groundwater","porous","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR446575","Thomas",2,2,"NA","PRJNA114691","Rifle CO Subsurface Groundwater Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR446576","Thomas",2,2,"NA","PRJNA114691","Rifle CO Subsurface Groundwater Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR446577","Thomas",2,2,"NA","PRJNA114691","Rifle CO Subsurface Groundwater Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE"
"SRR500735","Thomas",39.529,-107.772,"NA","PRJNA167727","Rifle Sediment Metagenome","illumina","freshwater","free-living","groundwater","porous_contaminated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5208885","Banfield",46.372,-119.272,"NA","PRJNA365240","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S2_20_30 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5208983","Banfield",46.372,-119.272,"NA","PRJNA365241","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N3_10_20 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209142","Stegen",46.372,-119.272,"NA","PRJNA365402","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N3_40_50 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209143","Stegen",46.372,-119.272,"NA","PRJNA365242","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N3_40_50 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209146","Stegen",46.372,-119.272,"NA","PRJNA365404","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_0_10 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209147","Stegen",46.372,-119.272,"NA","PRJNA365403","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S1_40_50 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209169","Stegen",46.372,-119.272,"NA","PRJNA367312","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_10_20 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209620","Stegen",46.372,-119.272,"NA","PRJNA367317","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N2_50_60 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209621","Stegen",46.372,-119.272,"NA","PRJNA367316","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S1_30_40 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209622","Stegen",46.372,-119.272,"NA","PRJNA367319","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N2_30_40 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209623","Stegen",46.372,-119.272,"NA","PRJNA367315","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_40_50 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209624","Stegen",46.372,-119.272,"NA","PRJNA367318","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N1_10_20 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
"SRR5209625","Stegen",46.372,-119.272,"NA","PRJNA367314","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S1_20_30 metagenome","illumina","freshwater","free-living","sediment","river_sediment","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE"
